,Price
7162,4804
7163,11281
7164,6068
7165,7229
7166,6628
7167,13502
7168,14086
7169,4959
7170,16376
7171,4804
7172,13817
7173,7229
7174,3859
7175,13899
7176,6628
7177,10123
7178,3873
7179,13339
7180,14714
7181,12692
7182,5281
7183,10368
7184,13377
7185,15129
7186,6961
7187,10844
7188,13759
7189,12119
7190,3807
7191,3943
7192,13941
7193,8586
7194,6245
7195,13067
7196,14871
7197,13377
7198,12373
7199,14231
7200,1965
7201,14924
7202,4174
7203,4725
7204,17057
7205,11444
7206,7202
7207,4030
7208,9535
7209,8586
7210,8586
7211,3625
7212,8055
7213,3100
7214,5699
7215,15129
7216,9187
7217,11732
7218,3841
7219,9794
7220,12198
7221,14571
7222,5755
7223,14151
7224,5613
7225,13067
7226,12557
7227,14714
7228,4544
7229,10441
7230,4107
7231,4990
7232,12341
7233,12856
7234,7893
7235,6688
7236,5963
7237,3419
7238,2228
7239,2575
7240,13292
7241,4823
7242,9899
7243,14120
7244,15284
7245,12192
7246,13428
7247,3543
7248,5406
7249,12383
7250,8372
7251,6144
7252,8586
7253,4282
7254,16079
7255,3175
7256,15764
7257,4784
7258,17057
7259,13014
7260,14714
7261,9564
7262,8991
7263,4804
7264,12242
7265,4148
7266,8586
7267,11627
7268,7064
7269,12476
7270,10262
7271,5678
7272,6151
7273,14067
7274,11936
7275,6327
7276,8529
7277,10651
7278,4668
7279,5430
7280,7229
7281,6314
7282,7120
7283,15129
7284,3841
7285,3841
7286,7480
7287,10676
7288,4423
7289,9709
7290,7198
7291,14848
7292,1965
7293,9134
7294,7485
7295,6442
7296,15812
7297,11185
7298,3175
7299,8452
7300,10262
7301,5228
7302,9314
7303,15812
7304,14151
7305,3625
7306,10283
7307,10262
7308,10844
7309,12384
7310,11822
7311,10008
7312,7640
7313,14781
7314,4377
7315,5298
7316,2227
7317,10407
7318,11507
7319,5458
7320,3943
7321,18550
7322,9397
7323,3841
7324,7229
7325,4823
7326,10844
7327,7174
7328,6985
7329,11664
7330,8073
7331,9417
7332,8372
7333,14408
7334,5678
7335,5694
7336,8586
7337,11087
7338,4823
7339,5583
7340,11869
7341,4823
7342,12373
7343,7268
7344,17261
7345,10368
7346,3384
7347,3847
7348,6093
7349,13547
7350,7120
7351,46490
7352,12872
7353,4226
7354,10844
7355,4668
7356,29528
7357,6300
7358,13882
7359,4668
7360,4174
7361,2754
7362,2754
7363,4668
7364,4804
7365,10756
7366,7933
7367,3543
7368,13029
7369,13731
7370,4804
7371,4148
7372,5164
7373,12192
7374,15078
7375,4268
7376,5769
7377,26890
7378,3815
7379,9663
7380,4823
7381,13628
7382,7451
7383,7229
7384,10368
7385,3858
7386,8586
7387,14781
7388,13039
7389,5613
7390,7305
7391,10262
7392,15385
7393,11134
7394,7229
7395,6860
7396,15554
7397,8066
7398,6493
7399,8534
7400,13344
7401,12395
7402,12436
7403,6938
7404,4460
7405,6461
7406,7870
7407,12395
7408,8372
7409,8529
7410,6857
7411,4668
7412,3100
7413,4991
7414,4804
7415,11134
7416,7363
7417,2227
7418,13559
7419,9646
7420,6526
7421,8040
7422,15129
7423,5636
7424,5678
7425,17198
7426,16287
7427,9476
7428,13007
7429,7514
7430,5618
7431,3911
7432,4823
7433,11752
7434,14571
7435,8372
7436,3971
7437,10262
7438,3597
7439,12436
7440,14714
7441,12898
7442,12287
7443,7189
7444,6961
7445,15292
7446,10368
7447,13292
7448,9064
7449,14388
7450,4423
7451,8839
7452,9870
7453,12819
7454,7670
7455,8066
7456,16697
7457,5684
7458,11200
7459,13759
7460,5694
7461,12371
7462,6573
7463,6393
7464,5224
7465,5198
7466,13941
7467,6300
7468,12609
7469,13587
7470,13587
7471,10262
7472,16439
7473,14781
7474,10262
7475,10844
7476,4823
7477,5911
7478,13377
7479,6145
7480,1965
7481,6442
7482,13941
7483,13002
7484,8907
7485,14657
7486,3873
7487,14781
7488,5228
7489,7652
7490,7229
7491,4226
7492,12373
7493,6860
7494,10844
7495,12373
7496,4238
7497,13502
7498,10953
7499,3782
7500,14781
7501,4804
7502,6860
7503,6117
7504,8016
7505,6216
7506,8016
7507,11087
7508,5678
7509,7229
7510,6860
7511,10407
7512,13797
7513,6961
7514,10624
7515,14300
7516,5418
7517,15129
7518,3543
7519,1965
7520,4282
7521,14508
7522,5162
7523,10262
7524,15237
7525,12524
7526,10844
7527,5092
7528,8309
7529,4106
7530,14151
7531,5177
7532,10844
7533,4823
7534,10262
7535,13381
7536,4332
7537,26890
7538,12803
7539,8529
7540,3873
7541,10844
7542,6144
7543,7229
7544,12767
7545,7229
7546,7354
7547,4049
7548,13377
7549,6144
7550,8266
7551,10975
7552,12192
7553,12273
7554,26890
7555,15136
7556,10262
7557,10262
7558,2228
7559,3597
7560,3841
7561,9899
7562,13587
7563,4409
7564,2227
7565,4937
7566,9319
7567,14151
7568,14714
7569,7229
7570,11982
7571,4990
7572,9103
7573,6300
7574,14441
7575,8366
7576,7317
7577,3898
7578,14714
7579,3841
7580,15373
7581,11222
7582,7155
7583,15200
7584,7832
7585,6593
7586,13007
7587,15400
7588,6528
7589,10368
7590,6162
7591,17261
7592,7064
7593,13882
7594,6216
7595,19644
7596,4544
7597,3384
7598,4804
7599,10031
7600,8586
7601,7832
7602,10027
7603,2754
7604,12767
7605,8777
7606,7870
7607,9416
7608,2175
7609,9646
7610,13731
7611,11552
7612,10783
7613,11467
7614,8879
7615,6795
7616,14871
7617,34503
7618,10975
7619,15170
7620,7001
7621,8576
7622,15129
7623,4823
7624,10844
7625,8085
7626,20747
7627,10203
7628,12898
7629,13941
7630,7503
7631,14714
7632,5054
7633,8722
7634,8586
7635,5228
7636,3100
7637,6541
7638,8266
7639,6628
7640,9663
7641,9899
7642,6223
7643,5380
7644,7740
7645,9899
7646,5198
7647,9254
7648,14388
7649,8137
7650,13591
7651,8479
7652,10844
7653,10203
7654,6938
7655,9646
7656,6593
7657,9125
7658,7670
7659,15894
7660,5608
7661,5842
7662,4466
7663,3597
7664,13555
7665,10979
7666,15129
7667,5674
7668,5613
7669,5725
7670,10067
7671,4885
7672,7690
7673,8258
7674,7408
7675,10844
7676,8728
7677,5894
7678,4435
7679,4050
7680,4174
7681,5957
7682,12692
7683,7303
7684,6117
7685,6015
7686,11642
7687,7564
7688,4823
7689,6442
7690,6327
7691,7416
7692,14588
7693,7198
7694,8669
7695,6093
7696,15107
7697,8372
7698,7064
7699,12732
7700,3597
7701,7303
7702,10991
7703,10321
7704,3943
7705,5636
7706,4268
7707,13014
7708,13727
7709,4174
7710,10493
7711,6794
7712,7228
7713,26890
7714,7038
7715,7064
7716,10031
7717,9663
7718,4483
7719,5769
7720,4804
7721,4145
7722,4880
7723,3543
7724,27992
7725,7191
7726,5403
7727,15812
7728,4544
7729,11410
7730,4332
7731,4544
7732,4226
7733,4145
7734,14848
7735,3419
7736,7229
7737,5830
7738,10972
7739,14231
7740,10844
7741,11468
7742,4409
7743,13376
7744,4077
7745,13067
7746,4823
7747,14817
7748,4326
7749,15603
7750,13885
7751,17261
7752,15629
7753,6117
7754,12819
7755,13377
7756,26890
7757,3419
7758,14960
7759,11185
7760,8372
7761,10262
7762,11542
7763,4649
7764,5678
7765,3971
7766,7878
7767,13014
7768,4423
7769,10262
7770,4668
7771,10844
7772,10368
7773,4591
7774,7191
7775,9794
7776,3943
7777,13626
7778,9663
7779,6093
7780,11717
7781,14781
7782,7229
7783,3898
7784,14714
7785,7005
7786,3597
7787,4413
7788,15353
7789,3943
7790,6297
7791,6144
7792,12257
7793,15129
7794,10368
7795,13029
7796,9416
7797,6934
7798,11467
7799,6795
7800,5198
7801,14053
7802,7927
7803,4462
7804,5048
7805,10844
7806,15411
7807,4462
7808,5678
7809,15764
7810,17024
7811,3100
7812,7229
7813,4804
7814,5769
7815,4384
7816,6587
7817,7832
7818,7082
7819,6300
7820,14571
7821,3943
7822,6878
7823,1965
7824,9187
7825,4441
7826,10067
7827,5054
7828,7005
7829,12121
7830,5912
7831,5192
7832,3597
7833,8016
7834,2050
7835,4839
7836,4049
7837,6216
7838,3841
7839,3815
7840,5176
7841,2017
7842,9187
7843,11598
7844,13014
7845,10262
7846,9916
7847,14231
7848,7229
7849,6316
7850,4384
7851,13381
7852,4332
7853,8907
7854,4804
7855,15407
7856,12898
7857,6883
7858,3543
7859,4284
7860,2437
7861,4174
7862,14781
7863,14960
7864,5769
7865,4812
7866,9345
7867,4864
7868,7295
7869,10231
7870,14714
7871,12032
7872,4544
7873,10844
7874,12476
7875,11087
7876,10703
7877,6734
7878,7832
7879,11516
7880,3850
7881,17229
7882,3873
7883,4160
7884,7670
7885,10031
7886,11150
7887,9134
7888,4423
7889,3807
7890,7480
7891,4423
7892,4823
7893,12102
7894,15342
7895,10844
7896,7480
7897,4227
7898,7690
7899,8224
7900,5823
7901,9134
7902,26890
7903,8366
7904,7480
7905,14781
7906,13990
7907,8245
7908,10262
7909,12739
7910,7575
7911,11633
7912,10368
7913,13817
7914,14231
7915,6992
7916,6961
7917,16263
7918,14714
7919,7740
7920,11087
7921,14486
7922,6442
7923,10361
7924,5320
7925,10368
7926,4174
7927,8151
7928,12557
7929,6961
7930,4441
7931,2753
7932,3841
7933,5022
7934,5201
7935,6934
7936,5699
7937,5088
7938,8601
7939,11319
7940,3838
7941,14388
7942,10824
7943,5177
7944,14714
7945,13626
7946,13381
7947,18211
7948,6653
7949,14781
7950,11458
7951,10844
7952,3342
7953,10262
7954,5277
7955,4441
7956,3543
7957,13912
7958,9315
7959,10262
7960,12199
7961,5277
7962,6117
7963,5734
7964,8627
7965,6795
7966,5601
7967,7229
7968,8330
7969,4823
7970,13759
7971,10231
7972,12898
7973,19225
7974,4995
7975,5298
7976,9254
7977,5177
7978,9345
7979,10844
7980,15428
7981,7255
7982,12898
7983,8707
7984,10262
7985,13067
7986,10262
7987,4460
7988,14571
7989,10178
7990,7718
7991,16376
7992,5678
7993,9103
7994,14714
7995,5583
7996,4823
7997,4544
7998,8759
7999,6152
8000,11087
8001,11432
8002,3815
8003,8662
8004,17261
8005,4860
8006,13442
8007,12395
8008,6528
8009,6314
8010,6270
8011,14714
8012,9359
8013,6724
8014,10262
8015,4668
8016,6610
8017,3597
8018,4462
8019,12677
8020,23170
8021,4804
8022,6795
8023,7662
8024,12751
8025,19595
8026,7975
8027,14781
8028,14781
8029,10031
8030,10844
8031,3502
8032,13292
8033,14151
8034,12475
8035,14714
8036,8283
8037,11087
8038,10844
8039,5883
8040,7664
8041,12898
8042,10262
8043,13067
8044,4462
8045,5678
8046,14388
8047,14714
8048,4804
8049,11281
8050,11134
8051,11647
8052,10539
8053,12192
8054,6121
8055,13759
8056,6427
8057,3943
8058,4284
8059,8147
8060,3502
8061,3342
8062,5734
8063,8224
8064,9748
8065,8834
8066,7102
8067,13727
8068,11087
8069,10368
8070,7229
8071,10262
8072,4823
8073,4804
8074,10112
8075,7229
8076,13067
8077,14714
8078,8907
8079,7229
8080,24528
8081,6838
8082,10406
8083,12395
8084,10203
8085,4049
8086,13401
8087,9968
8088,8040
8089,6427
8090,5277
8091,2228
8092,5613
8093,6669
8094,11982
8095,10118
8096,4148
8097,18371
8098,13587
8099,12760
8100,10368
8101,3175
8102,3597
8103,6733
8104,12192
8105,15129
8106,4668
8107,10262
8108,15129
8109,7878
8110,8040
8111,12373
8112,12392
8113,5277
8114,7888
8115,9001
8116,4049
8117,4326
8118,4777
8119,6838
8120,6582
8121,10262
8122,10873
8123,10262
8124,4148
8125,6494
8126,12898
8127,9968
8128,12898
8129,7740
8130,7452
8131,4160
8132,4823
8133,13486
8134,4544
8135,10975
8136,3858
8137,15129
8138,10975
8139,6752
8140,3807
8141,13832
8142,4544
8143,14571
8144,11982
8145,8040
8146,11913
8147,5162
8148,13014
8149,8586
8150,10197
8151,8610
8152,7120
8153,10703
8154,10262
8155,11507
8156,3943
8157,13292
8158,7166
8159,10262
8160,6152
8161,10703
8162,4030
8163,17057
8164,3850
8165,14388
8166,4744
8167,10262
8168,7591
8169,6152
8170,15025
8171,6795
8172,10623
8173,3850
8174,6643
8175,10844
8176,10441
8177,13377
8178,13696
8179,3943
8180,9443
8181,13014
8182,8114
8183,5583
8184,13817
8185,6953
8186,6637
8187,4174
8188,8140
8189,13817
8190,10262
8191,6496
8192,10112
8193,10467
8194,6206
8195,10151
8196,4804
8197,5048
8198,4050
8199,3919
8200,11841
8201,5065
8202,9626
8203,3419
8204,14960
8205,3943
8206,14323
8207,11752
8208,7677
8209,14067
8210,14781
8211,11467
8212,16263
8213,12373
8214,7005
8215,7580
8216,10441
8217,7229
8218,6093
8219,3873
8220,10262
8221,13364
8222,12373
8223,1965
8224,7005
8225,4441
8226,11098
8227,7318
8228,12767
8229,10654
8230,6297
8231,11265
8232,11972
8233,13587
8234,4804
8235,8366
8236,8366
8237,10697
8238,15129
8239,3858
8240,7229
8241,6937
8242,14714
8243,9134
8244,10577
8245,14388
8246,8991
8247,12436
8248,12515
8249,5583
8250,10840
8251,14300
8252,5515
8253,10844
8254,11134
8255,6121
8256,10676
8257,14781
8258,4544
8259,4632
8260,10929
8261,4409
8262,3873
8263,4030
8264,3807
8265,12140
8266,4096
8267,14300
8268,6007
8269,4174
8270,3597
8271,9548
8272,8714
8273,8085
8274,10368
8275,10975
8276,7670
8277,8073
8278,13817
8279,3574
8280,15554
8281,6692
8282,1965
8283,2227
8284,3597
8285,14714
8286,4622
8287,15129
8288,5277
8289,11667
8290,10539
8291,11467
8292,7480
8293,3419
8294,5684
8295,6218
8296,6959
8297,4878
8298,12219
8299,12384
8300,7202
8301,4174
8302,3100
8303,7832
8304,6723
8305,10697
8306,3841
8307,9920
8308,12649
8309,6093
8310,15129
8311,4544
8312,5170
8313,2754
8314,3100
8315,9237
8316,7198
8317,10262
8318,5111
8319,10441
8320,10261
8321,6297
8322,12192
8323,3943
8324,16274
8325,12898
8326,3311
8327,9103
8328,4148
8329,5224
8330,4804
8331,3597
8332,4804
8333,4995
8334,3873
8335,10262
8336,3210
8337,6276
8338,9134
8339,11087
8340,13941
8341,5201
8342,6171
8343,5964
8344,15129
8345,13029
8346,4030
8347,10586
8348,17926
8349,9564
8350,8355
8351,6795
8352,10671
8353,10178
8354,7927
8355,3100
8356,12646
8357,7894
8358,3943
8359,7575
8360,16914
8361,6216
8362,6147
8363,6979
8364,6094
8365,12242
8366,9416
8367,7107
8368,13292
8369,7295
8370,4423
8371,5694
8372,8147
8373,13377
8374,13502
8375,13764
8376,12692
8377,4804
8378,7064
8379,14924
8380,6565
8381,9863
8382,7725
8383,11281
8384,3210
8385,6117
8386,10262
8387,3943
8388,12576
8389,7452
8390,14781
8391,8996
8392,11563
8393,4777
8394,4174
8395,3841
8396,13775
8397,5117
8398,5678
8399,5177
8400,5975
8401,6860
8402,4804
8403,13377
8404,8372
8405,7933
8406,4049
8407,11423
8408,10844
8409,12819
8410,5621
8411,5228
8412,9254
8413,4392
8414,8040
8415,4483
8416,12760
8417,7229
8418,5403
8419,7934
8420,6945
8421,4423
8422,8040
8423,11399
8424,7202
8425,13727
8426,4957
8427,10262
8428,2017
8429,12242
8430,10875
8431,10844
8432,4409
8433,6987
8434,12074
8435,7354
8436,13381
8437,5201
8438,9663
8439,6094
8440,7202
8441,11982
8442,7832
8443,7817
8444,12373
8445,10844
8446,13376
8447,9646
8448,3841
8449,4957
8450,4148
8451,26890
8452,8834
8453,5241
8454,7989
8455,5883
8456,6857
8457,5822
8458,10262
8459,4995
8460,4991
8461,16736
8462,18804
8463,6442
8464,5170
8465,4377
8466,9564
8467,3573
8468,17024
8469,3383
8470,27992
8471,7229
8472,9134
8473,3100
8474,13727
8475,8452
8476,14714
8477,7280
8478,18797
8479,2754
8480,4409
8481,5021
8482,8040
8483,10454
8484,10197
8485,5228
8486,14714
8487,7276
8488,7731
8489,6857
8490,6961
8491,7791
8492,4777
8493,16289
8494,12681
8495,4823
8496,13014
8497,5406
8498,9315
8499,7480
8500,14815
8501,12173
8502,7664
8503,12777
8504,8837
8505,10844
8506,14571
8507,6093
8508,7514
8509,6015
8510,12898
8511,8792
8512,4823
8513,3919
8514,3597
8515,2017
8516,3383
8517,1965
8518,10262
8519,17234
8520,14178
8521,5636
8522,4823
8523,7480
8524,14571
8525,13999
8526,14151
8527,6121
8528,3543
8529,10651
8530,15129
8531,6582
8532,15544
8533,8574
8534,4784
8535,6818
8536,25735
8537,9483
8538,10368
8539,8073
8540,4778
8541,13941
8542,10844
8543,10844
8544,3841
8545,10844
8546,8728
8547,11467
8548,15078
8549,7198
8550,8372
8551,7308
8552,4414
8553,5224
8554,7832
8555,6860
8556,15136
8557,5963
8558,8665
8559,15129
8560,3841
8561,13377
8562,16914
8563,10262
8564,5386
8565,14388
8566,15129
8567,6442
8568,10368
8569,12767
8570,10262
8571,7408
8572,13587
8573,8891
8574,5883
8575,10262
8576,10844
8577,14781
8578,6297
8579,4409
8580,12383
8581,2017
8582,12308
8583,3384
8584,9134
8585,7464
8586,6093
8587,15237
8588,4995
8589,6934
8590,13784
8591,4409
8592,15898
8593,11989
8594,2017
8595,11098
8596,6794
8597,10844
8598,34608
8599,6094
8600,4565
8601,10493
8602,9653
8603,12305
8604,6961
8605,9794
8606,13377
8607,12898
8608,7155
8609,13377
8610,4668
8611,8110
8612,4544
8613,9653
8614,14781
8615,5969
8616,2017
8617,14151
8618,13731
8619,15400
8620,8066
8621,21314
8622,14069
8623,2470
8624,4804
8625,9029
8626,4804
8627,15129
8628,2754
8629,13364
8630,6933
8631,15129
8632,11200
8633,3210
8634,8040
8635,10919
8636,6442
8637,4729
8638,6442
8639,3841
8640,10441
8641,13587
8642,11467
8643,7295
8644,3597
8645,7787
8646,14871
8647,3540
8648,6442
8649,3383
8650,4409
8651,3850
8652,8018
8653,11467
8654,4668
8655,13922
8656,3625
8657,5989
8658,4423
8659,9564
8660,8529
8661,4145
8662,4804
8663,6938
8664,14815
8665,15077
8666,13014
8667,11201
8668,12692
8669,9646
8670,16079
8671,6117
8672,6795
8673,3100
8674,15851
8675,3687
8676,4990
8677,15554
8678,9526
8679,6015
8680,10676
8681,12898
8682,15129
8683,13378
8684,4174
8685,9103
8686,3850
8687,6216
8688,8610
8689,10539
8690,6674
8691,7618
8692,3943
8693,11913
8694,6860
8695,13292
8696,17057
8697,13014
8698,11552
8699,6297
8700,4332
8701,5674
8702,10711
8703,11467
8704,12434
8705,5201
8706,4878
8707,13014
8708,3597
8709,12599
8710,10844
8711,12898
8712,3943
8713,7198
8714,4963
8715,12649
8716,17267
8717,12373
8718,13502
8719,11622
8720,5515
8721,9314
8722,11789
8723,4823
8724,10467
8725,7408
8726,7480
8727,3841
8728,3543
8729,10493
8730,9103
8731,10844
8732,4823
8733,4482
8734,8529
8735,7931
8736,9663
8737,10368
8738,10151
8739,3543
8740,7530
8741,6805
8742,3419
8743,7120
8744,14151
8745,3100
8746,12121
8747,2017
8748,2647
8749,6147
8750,14237
8751,13044
8752,15554
8753,4423
8754,8372
8755,10844
8756,9555
8757,8839
8758,10151
8759,11432
8760,4319
8761,9626
8762,10623
8763,9564
8764,14781
8765,7229
8766,5684
8767,14388
8768,5515
8769,12692
8770,9314
8771,3873
8772,4807
8773,14848
8774,6171
8775,1965
8776,10539
8777,4483
8778,8371
8779,15764
8780,10844
8781,11642
8782,4423
8783,4878
8784,2227
8785,10844
8786,4107
8787,11262
8788,10262
8789,4544
8790,6144
8791,5706
8792,5853
8793,10118
8794,14687
8795,9254
8796,10368
8797,14571
8798,7229
8799,6093
8800,16023
8801,3597
8802,8824
8803,7060
8804,14231
8805,4544
8806,16289
8807,6565
8808,3597
8809,7480
8810,9922
8811,7229
8812,14300
8813,12242
8814,10678
8815,9450
8816,4174
8817,4544
8818,5386
8819,15129
8820,6412
8821,15339
8822,7229
8823,4878
8824,3807
8825,12373
8826,14571
8827,10262
8828,10577
8829,12395
8830,3841
8831,8759
8832,7738
8833,7503
8834,5883
8835,12692
8836,4823
8837,2017
8838,8603
8839,5769
8840,12681
8841,3625
8842,8854
8843,2754
8844,8372
8845,10262
8846,10810
8847,3540
8848,8016
8849,6860
8850,6451
8851,13067
8852,11467
8853,10203
8854,4082
8855,13276
8856,23001
8857,10844
8858,4990
8859,10037
8860,14388
8861,7303
8862,12287
8863,10844
8864,4995
8865,9794
8866,4226
8867,7318
8868,8529
8869,9416
8870,11507
8871,9920
8872,7038
8873,4959
8874,5678
8875,7229
8876,7064
8877,4823
8878,14571
8879,4148
8880,13873
8881,10262
8882,15129
8883,6645
8884,4804
8885,5746
8886,5199
8887,4332
8888,6416
8889,12935
8890,7832
8891,8586
8892,5769
8893,8040
8894,12411
8895,8366
8896,7354
8897,13576
8898,11622
8899,12723
8900,13759
8901,6412
8902,6494
8903,5678
8904,8891
8905,17024
8906,10368
8907,14571
8908,7832
8909,14151
8910,7154
8911,5192
8912,21483
8913,6812
8914,13292
8915,4174
8916,11150
8917,5912
8918,8907
8919,8767
8920,12242
8921,6327
8922,3543
8923,15058
8924,11087
8925,13941
8926,7317
8927,15129
8928,9663
8929,5065
8930,8907
8931,4148
8932,13587
8933,10262
8934,12284
8935,14781
8936,9663
8937,19685
8938,10203
8939,13941
8940,25703
8941,10262
8942,3543
8943,3841
8944,15554
8945,10844
8946,12692
8947,3210
8948,9601
8949,13377
8950,11134
8951,8055
8952,12242
8953,8425
8954,2753
8955,3311
8956,4226
8957,26890
8958,12524
8959,3847
8960,12681
8961,13882
8962,15129
8963,10844
8964,12547
8965,14178
8966,14871
8967,10368
8968,15078
8969,4804
8970,3873
8971,3841
8972,5457
8973,14781
8974,15764
8975,4668
8976,9564
8977,7191
8978,15764
8979,14388
8980,6540
8981,3625
8982,8266
8983,10944
8984,5073
8985,9134
8986,8085
8987,22270
8988,9836
8989,14871
8990,23528
8991,8016
8992,12284
8993,7005
8994,4804
8995,6827
8996,3100
8997,2759
8998,13067
8999,3898
9000,10368
9001,4273
9002,3311
9003,15136
9004,6601
9005,8452
9006,9314
9007,6386
9008,13377
9009,5678
9010,4483
9011,12898
9012,7648
9013,14571
9014,4049
9015,11728
9016,3873
9017,7480
9018,8541
9019,31825
9020,3597
9021,13817
9022,14571
9023,6853
9024,16704
9025,3573
9026,9345
9027,13014
9028,13797
9029,12358
9030,14086
9031,3597
9032,13731
9033,12898
9034,14714
9035,5403
9036,5769
9037,5620
9038,5000
9039,10703
9040,13727
9041,14388
9042,13033
9043,22270
9044,6769
9045,5192
9046,4995
9047,8580
9048,7480
9049,5198
9050,10368
9051,8040
9052,18909
9053,12849
9054,22798
9055,14571
9056,13502
9057,3332
9058,7354
9059,8073
9060,4049
9061,15029
9062,10975
9063,7038
9064,15554
9065,5228
9066,5636
9067,9653
9068,8586
9069,2017
9070,9345
9071,9270
9072,13292
9073,8098
9074,7952
9075,5883
9076,8016
9077,4174
9078,10696
9079,4878
9080,3971
9081,7198
9082,9314
9083,4423
9084,3841
9085,7154
9086,9929
9087,8266
9088,10877
9089,4804
9090,13587
9091,13611
9092,6628
9093,5601
9094,5583
9095,3943
9096,4777
9097,9663
9098,10368
9099,5883
9100,4804
9101,13383
9102,9646
9103,11467
9104,5192
9105,13376
9106,6477
9107,13727
9108,9555
9109,12819
9110,12395
9111,10262
9112,14781
9113,5678
9114,7804
9115,10262
9116,5198
9117,4049
9118,3383
9119,7174
9120,8907
9121,13014
9122,13584
9123,4107
9124,2071
9125,12373
9126,13303
9127,8529
9128,14571
9129,15129
9130,8016
9131,4804
9132,5118
9133,9663
9134,12723
9135,3419
9136,11087
9137,4174
9138,10262
9139,12609
9140,4668
9141,1965
9142,4049
9143,5195
9144,4804
9145,7648
9146,3850
9147,6121
9148,3540
9149,9134
9150,10844
9151,5277
9152,5073
9153,3841
9154,10877
9155,5406
9156,14151
9157,14237
9158,2754
9159,11306
9160,5192
9161,3687
9162,12192
9163,12898
9164,14924
9165,8479
9166,6943
9167,7354
9168,12192
9169,3943
9170,15129
9171,5403
9172,13882
9173,5678
9174,5403
9175,4878
9176,6494
9177,4777
9178,3625
9179,9258
9180,10262
9181,17686
9182,4174
9183,7485
9184,11222
9185,12121
9186,10697
9187,12373
9188,6381
9189,17072
9190,10368
9191,4823
9192,27282
9193,2227
9194,4545
9195,4148
9196,4148
9197,7642
9198,10262
9199,4030
9200,5000
9201,5264
9202,7229
9203,10577
9204,12723
9205,14714
9206,7438
9207,10203
9208,3782
9209,13014
9210,8073
9211,4804
9212,4864
9213,15135
9214,8366
9215,13292
9216,7171
9217,12121
9218,11753
9219,8064
9220,10262
9221,5277
9222,8016
9223,11342
9224,7594
9225,4483
9226,16263
9227,13243
9228,6478
9229,15764
9230,4647
9231,8016
9232,4145
9233,8055
9234,12409
9235,6038
9236,4107
9237,11911
9238,25735
9239,11458
9240,6152
9241,10844
9242,11982
9243,13941
9244,6938
9245,15339
9246,20064
9247,6093
9248,10885
9249,8907
9250,9663
9251,7160
9252,11269
9253,5678
9254,5678
9255,8907
9256,3210
9257,6961
9258,14815
9259,11467
9260,10919
9261,9069
9262,4649
9263,4823
9264,6528
9265,22270
9266,15654
9267,7770
9268,4804
9269,10368
9270,7673
9271,6015
9272,4804
9273,13941
9274,5162
9275,10657
9276,14781
9277,2754
9278,11474
9279,7757
9280,2228
9281,10405
9282,3419
9283,10262
9284,3100
9285,11848
9286,5683
9287,9663
9288,4544
9289,4050
9290,9187
9291,8452
9292,11668
9293,13381
9294,8073
9295,5620
9296,12739
9297,5989
9298,8891
9299,4544
9300,10262
9301,9345
9302,21730
9303,6838
9304,10943
9305,3943
9306,3573
9307,3841
9308,9646
9309,4729
9310,17261
9311,13941
9312,10844
9313,14231
9314,14714
9315,6460
9316,11467
9317,3943
9318,4775
9319,3841
9320,12284
9321,4804
9322,12819
9323,14714
9324,8040
9325,16840
9326,15554
9327,5752
9328,8452
9329,11761
9330,14848
9331,10368
9332,9863
9333,10262
9334,4668
9335,9103
9336,10262
9337,4525
9338,5228
9339,19225
9340,8040
9341,7438
9342,13135
9343,6015
9344,8283
9345,3543
9346,4148
9347,7657
9348,5276
9349,14151
9350,8040
9351,8378
9352,3543
9353,4823
9354,14388
9355,3543
9356,10844
9357,10844
9358,4957
9359,6442
9360,7480
9361,5073
9362,14781
9363,9646
9364,7851
9365,2175
9366,14424
9367,13014
9368,5177
9369,15135
9370,5228
9371,22270
9372,3543
9373,15129
9374,6093
9375,11087
9376,7408
9377,6534
9378,13029
9379,8016
9380,8528
9381,12760
9382,12199
9383,14067
9384,8016
9385,5510
9386,6241
9387,16142
9388,10919
9389,4804
9390,6979
9391,6094
9392,5176
9393,15136
9394,10031
9395,12814
9396,12681
9397,12402
9398,13759
9399,3597
9400,3383
9401,4668
9402,10929
9403,9187
9404,7530
9405,8026
9406,4319
9407,13376
9408,4174
9409,4668
9410,13062
9411,12898
9412,14714
9413,10991
9414,4030
9415,13029
9416,6800
9417,11087
9418,9794
9419,14388
9420,4148
9421,17266
9422,7893
9423,7229
9424,9930
9425,18286
9426,7229
9427,6216
9428,4282
9429,5054
9430,10262
9431,11410
9432,14571
9433,4692
9434,10919
9435,10844
9436,10844
9437,6094
9438,6741
9439,8372
9440,14067
9441,10236
9442,7480
9443,8386
9444,6795
9445,4409
9446,3597
9447,6961
9448,12692
9449,4307
9450,4030
9451,15957
9452,7832
9453,12954
9454,11150
9455,4049
9456,9134
9457,4409
9458,14781
9459,5228
9460,3597
9461,6795
9462,3807
9463,14781
9464,8372
9465,5000
9466,5403
9467,11600
9468,8476
9469,6593
9470,7648
9471,9345
9472,15129
9473,7268
9474,3210
9475,7295
9476,6442
9477,3809
9478,15119
9479,9069
9480,3943
9481,12534
9482,13714
9483,9128
9484,2227
9485,10844
9486,13941
9487,7832
9488,3419
9489,14151
9490,5073
9491,9922
9492,4752
9493,10197
